timestamp,eps_battery_voltage_v,eps_bus_current_a,tcs_panel_temp_c,tcs_obc_temp_c,aocs_rw_rpm,comms_rssi_dbm
2026-03-14T09:01:35+00:00,27.9296,4.3522,21.8888,34.8242,2369.8706,-67.1279
2026-03-14T09:01:36+00:00,27.9359,4.4589,21.8770,35.0421,2351.7277,-63.4155
2026-03-14T09:01:37+00:00,27.9522,4.2795,22.0536,34.4130,2471.2505,-61.3637
2026-03-14T09:01:38+00:00,28.0220,4.2465,22.0673,34.8697,2371.0732,-65.1349
2026-03-14T09:01:39+00:00,27.9568,4.4817,22.1231,35.7434,2360.8545,-62.0836
2026-03-14T09:01:40+00:00,27.9832,4.3134,21.6657,34.3931,2406.7872,-66.9179
2026-03-14T09:01:41+00:00,28.0671,4.3434,21.6922,35.0337,2349.6003,-65.1437
2026-03-14T09:01:42+00:00,27.9843,4.3353,21.9544,35.6010,2369.2782,-66.3673
2026-03-14T09:01:43+00:00,28.0390,4.5959,21.9989,34.3748,2428.5612,-62.3274
2026-03-14T09:01:44+00:00,27.9555,4.4449,21.7627,35.9110,2412.6260,-61.8057
2026-03-14T09:01:45+00:00,27.9919,4.4555,22.2206,35.0933,2387.0960,-65.2859
2026-03-14T09:01:46+00:00,27.9547,4.6106,20.9377,34.9032,2399.2238,-62.7462
2026-03-14T09:01:47+00:00,27.9853,4.4627,21.5885,33.4292,2385.3880,-61.7879
2026-03-14T09:01:48+00:00,28.0443,4.4353,21.8591,34.7371,2396.7897,-65.1559
2026-03-14T09:01:49+00:00,27.9159,4.5850,21.5136,35.3336,2375.7828,-64.8314
2026-03-14T09:01:50+00:00,28.0240,4.6245,23.0050,36.4330,2381.2174,-63.6245
2026-03-14T09:01:51+00:00,28.0142,4.4613,22.0391,35.4913,2380.2918,-66.7776
2026-03-14T09:01:52+00:00,27.9726,4.5068,22.1341,35.9383,2376.8238,-64.8732
2026-03-14T09:01:53+00:00,27.9301,4.3342,21.7383,34.0704,2429.9044,-60.8086
2026-03-14T09:01:54+00:00,28.0060,4.3184,22.0190,34.9366,2421.6781,-66.0951
2026-03-14T09:01:55+00:00,27.9759,4.6442,21.2996,36.0149,2370.5912,-63.3882
2026-03-14T09:01:56+00:00,28.0141,4.5793,21.9271,34.3285,2362.7178,-64.0491
2026-03-14T09:01:57+00:00,28.0035,4.5813,21.4671,35.8112,2393.8188,-65.4251
2026-03-14T09:01:58+00:00,28.0825,4.5463,21.8631,35.6260,2463.1832,-64.6551
2026-03-14T09:01:59+00:00,27.9905,4.4993,20.4938,35.2595,2367.6809,-61.5940
2026-03-14T09:02:00+00:00,27.9513,4.6293,21.3532,34.7770,2393.6629,-63.9928
2026-03-14T09:02:01+00:00,28.0115,4.6769,22.9086,34.2513,2401.1487,-63.6812
2026-03-14T09:02:02+00:00,28.0135,4.6721,22.5287,36.4610,2395.2153,-61.9000
2026-03-14T09:02:03+00:00,28.0705,4.4696,22.8222,35.5465,2384.7158,-65.6813
2026-03-14T09:02:04+00:00,28.0443,4.7671,22.8636,35.3138,2433.1020,-67.1972
2026-03-14T09:02:05+00:00,28.0204,4.5353,22.4351,34.7114,2412.0708,-61.5675
2026-03-14T09:02:06+00:00,28.0758,4.6160,21.7598,35.0723,2423.7987,-64.8320
2026-03-14T09:02:07+00:00,27.9432,4.5458,21.4094,35.1741,2416.0935,-63.3187
2026-03-14T09:02:08+00:00,27.9707,4.5387,22.7201,35.3626,2425.2180,-66.6314
2026-03-14T09:02:09+00:00,27.9564,4.3421,22.0710,35.6305,2445.9192,-64.3305
2026-03-14T09:02:10+00:00,27.9832,4.6294,23.5289,34.4174,2438.3059,-67.3022
2026-03-14T09:02:11+00:00,27.9339,5.0581,21.8137,33.8704,2468.1062,-64.9817
2026-03-14T09:02:12+00:00,28.0345,4.4140,23.2167,35.1114,2434.8698,-66.4059
2026-03-14T09:02:13+00:00,27.9917,4.5031,21.9392,33.6466,2378.2536,-66.8662
2026-03-14T09:02:14+00:00,27.9293,4.3996,22.8351,34.7858,2423.7439,-65.7179
2026-03-14T09:02:15+00:00,27.9520,4.3911,23.0518,34.6377,2419.6251,-69.6993
2026-03-14T09:02:16+00:00,28.0185,4.7976,21.4202,35.4387,2455.9084,-67.4332
2026-03-14T09:02:17+00:00,28.0448,4.3540,21.7433,36.6318,2369.2723,-63.5494
2026-03-14T09:02:18+00:00,28.1027,4.3937,21.4147,33.4903,2415.0131,-64.4197
2026-03-14T09:02:19+00:00,28.1486,4.1709,21.2968,36.8657,2377.8299,-67.2642
2026-03-14T09:02:20+00:00,28.0236,4.3368,22.4352,34.8602,2413.6259,-64.0210
2026-03-14T09:02:21+00:00,27.9535,4.1466,21.9173,35.3253,2391.7946,-66.8740
2026-03-14T09:02:22+00:00,27.8964,4.6145,22.0669,33.9155,2412.6086,-63.6744
2026-03-14T09:02:23+00:00,28.0164,5.0480,22.3695,35.8452,2355.9019,-65.3505
2026-03-14T09:02:24+00:00,27.9624,4.4147,20.9216,35.0812,2421.9963,-65.7703
2026-03-14T09:02:25+00:00,27.9823,4.1546,22.8083,34.9992,2404.3688,-65.3030
2026-03-14T09:02:26+00:00,27.9724,4.6678,21.8271,33.4988,2402.7403,-60.0026
2026-03-14T09:02:27+00:00,27.9960,4.3424,22.3562,35.1081,2456.6688,-66.6401
2026-03-14T09:02:28+00:00,28.0564,4.7475,22.4094,35.7260,2386.6750,-64.6703
2026-03-14T09:02:29+00:00,28.0110,4.4312,22.8597,34.8607,2408.4049,-63.5615
2026-03-14T09:02:30+00:00,27.9952,4.3611,21.9746,35.9894,2401.1326,-67.0499
2026-03-14T09:02:31+00:00,27.9514,4.4518,20.7636,35.9567,2404.0532,-68.3144
2026-03-14T09:02:32+00:00,27.9194,4.6389,22.0723,34.5378,2464.7536,-66.3289
2026-03-14T09:02:33+00:00,27.9789,4.4418,22.1587,36.3271,2400.0012,-63.6086
2026-03-14T09:02:34+00:00,28.0005,4.3878,21.4180,35.0876,2381.0561,-65.8124
2026-03-14T09:02:35+00:00,28.0916,4.4473,22.1273,35.0915,2454.1890,-65.5914
2026-03-14T09:02:36+00:00,28.0098,4.2326,21.8224,35.1312,2388.8188,-63.3085
2026-03-14T09:02:37+00:00,28.0524,4.5663,21.2336,35.1078,2349.8816,-66.7436
2026-03-14T09:02:38+00:00,27.9783,4.1295,22.4424,32.9486,2375.7991,-65.3092
2026-03-14T09:02:39+00:00,27.9441,4.3979,21.7015,34.9046,2360.6143,-68.1602
2026-03-14T09:02:40+00:00,27.9551,4.6385,21.7962,33.9622,2344.0005,-64.4919
2026-03-14T09:02:41+00:00,27.9671,4.5472,21.7627,36.3548,2387.0965,-64.6752
2026-03-14T09:02:42+00:00,28.1098,4.6046,22.7818,36.3229,2395.8680,-63.5440
2026-03-14T09:02:43+00:00,27.9623,4.4734,22.0162,35.7359,2433.3778,-67.4264
2026-03-14T09:02:44+00:00,28.0453,4.7203,22.0885,34.8639,2416.8315,-65.5205
2026-03-14T09:02:45+00:00,27.9583,4.6712,21.7769,34.2486,2415.4520,-67.6945
2026-03-14T09:02:46+00:00,28.0500,4.5754,22.3192,34.5293,2371.1281,-65.6306
2026-03-14T09:02:47+00:00,28.0227,4.6716,22.8514,36.6098,2424.4599,-62.1756
2026-03-14T09:02:48+00:00,27.9957,4.6361,22.4307,34.5023,2439.6364,-65.7815
2026-03-14T09:02:49+00:00,28.0015,4.3980,22.4544,33.1719,2409.7240,-67.8727
2026-03-14T09:02:50+00:00,27.9708,4.2170,22.4062,35.8808,2410.5499,-66.5015
2026-03-14T09:02:51+00:00,28.0259,4.5698,21.2146,36.2574,2359.9211,-68.3644
2026-03-14T09:02:52+00:00,27.9808,4.5949,21.5173,36.3847,2429.4825,-67.7349
2026-03-14T09:02:53+00:00,27.9423,4.7037,21.9203,35.8884,2451.2618,-63.8022
2026-03-14T09:02:54+00:00,27.9397,4.2982,21.6080,36.0192,2407.5130,-68.0376
2026-03-14T09:02:55+00:00,28.0123,4.3041,21.4050,35.1007,2379.9812,-64.5212
2026-03-14T09:02:56+00:00,28.0826,4.5773,20.9207,33.3976,2392.9395,-65.0952
2026-03-14T09:02:57+00:00,28.0117,4.4710,21.2363,35.0813,2385.1743,-66.2106
2026-03-14T09:02:58+00:00,27.9978,4.1080,21.8906,35.5566,2386.9609,-64.6937
2026-03-14T09:02:59+00:00,28.0180,4.5601,22.0031,34.9515,2417.2014,-67.0245
2026-03-14T09:03:00+00:00,28.0691,4.1145,21.5692,34.9153,2406.1333,-63.4684
2026-03-14T09:03:01+00:00,28.0147,4.2959,22.0926,34.2891,2427.8550,-66.5476
2026-03-14T09:03:02+00:00,27.9832,4.7552,21.7852,34.2593,2408.8514,-65.9244
2026-03-14T09:03:03+00:00,28.0591,4.8497,22.7001,36.5315,2371.7892,-66.1632
2026-03-14T09:03:04+00:00,28.0253,4.2415,21.9490,36.5608,2382.6786,-63.7744
2026-03-14T09:03:05+00:00,28.0806,4.4187,22.4641,35.0596,2380.8016,-64.0653
2026-03-14T09:03:06+00:00,28.0130,4.4930,22.1684,35.2872,2392.0803,-70.3984
2026-03-14T09:03:07+00:00,27.9427,4.8407,21.2055,34.2777,2451.5033,-64.6474
2026-03-14T09:03:08+00:00,27.9355,4.3858,21.9926,35.5767,2456.2963,-68.6459
2026-03-14T09:03:09+00:00,28.0865,4.3889,21.3059,36.4707,2422.7349,-65.8402
2026-03-14T09:03:10+00:00,28.0901,4.7939,21.9826,33.8400,2401.1873,-65.3747
2026-03-14T09:03:11+00:00,27.9950,4.4091,21.6007,35.4348,2356.7623,-65.8633
2026-03-14T09:03:12+00:00,27.9848,4.6284,22.2772,35.4952,2404.1996,-64.1584
2026-03-14T09:03:13+00:00,28.0771,4.1885,21.2429,35.4864,2373.8866,-63.7207
2026-03-14T09:03:14+00:00,27.9487,4.4496,22.0573,36.3789,2446.4900,-66.7086
2026-03-14T09:03:15+00:00,27.9593,4.1518,22.3922,36.6938,2349.3787,-66.7821
2026-03-14T09:03:16+00:00,28.0363,4.2726,22.5936,34.8786,2409.0838,-65.2353
2026-03-14T09:03:17+00:00,27.9844,4.6514,21.5908,35.6042,2371.3096,-68.2517
2026-03-14T09:03:18+00:00,28.0039,4.4735,22.0602,35.1334,2397.2389,-66.1190
2026-03-14T09:03:19+00:00,27.9960,4.4196,22.1603,34.5607,2417.4939,-62.4697
2026-03-14T09:03:20+00:00,28.0210,4.3336,22.9783,35.2833,2428.1584,-68.1793
2026-03-14T09:03:21+00:00,28.0746,4.4391,21.1615,35.6042,2395.6661,-65.8478
2026-03-14T09:03:22+00:00,28.0087,4.5434,21.5039,35.2409,2420.3108,-66.3530
2026-03-14T09:03:23+00:00,28.0364,4.6797,23.7334,34.3627,2377.5877,-61.1587
2026-03-14T09:03:24+00:00,27.9017,3.9580,21.8872,34.6972,2404.8154,-66.2458
2026-03-14T09:03:25+00:00,28.0018,4.3166,20.9167,34.7036,2427.5030,-66.1305
2026-03-14T09:03:26+00:00,27.9621,4.5146,21.7020,34.3947,2407.3873,-67.2332
2026-03-14T09:03:27+00:00,27.9434,4.4630,20.3904,35.3199,2381.5315,-65.1539
2026-03-14T09:03:28+00:00,27.9604,4.5633,22.1966,35.4038,2389.0280,-64.6330
2026-03-14T09:03:29+00:00,27.9876,4.5361,22.5381,35.8533,2427.8565,-66.9459
2026-03-14T09:03:30+00:00,28.0502,4.4215,21.5055,34.3839,2364.6189,-63.1976
2026-03-14T09:03:31+00:00,27.9381,4.3770,21.7703,34.6084,2369.0323,-64.6338
2026-03-14T09:03:32+00:00,28.0059,4.4332,22.6072,36.3143,2415.3969,-63.4729
2026-03-14T09:03:33+00:00,27.9802,4.7120,21.0031,34.9394,2384.1625,-65.8338
2026-03-14T09:03:34+00:00,27.9881,4.3358,21.2606,35.0955,2353.7325,-64.6920
2026-03-14T09:03:35+00:00,28.0546,4.4695,21.9169,34.9316,2437.8363,-65.6054
2026-03-14T09:03:36+00:00,28.0314,4.5187,21.6026,35.9784,2364.3112,-62.2647
2026-03-14T09:03:37+00:00,28.0714,4.7940,21.8779,36.0098,2391.3038,-64.9484
2026-03-14T09:03:38+00:00,27.9968,4.4218,21.2963,35.9633,2378.6886,-65.1642
2026-03-14T09:03:39+00:00,27.9698,4.6735,22.1834,35.0943,2388.3312,-66.0990
2026-03-14T09:03:40+00:00,27.9934,4.7281,21.9655,34.3754,2370.7107,-66.2153
2026-03-14T09:03:41+00:00,28.0167,4.4688,22.3848,36.6139,2418.6651,-64.7088
2026-03-14T09:03:42+00:00,28.0135,4.4394,22.1758,35.7591,2400.5489,-63.5459
2026-03-14T09:03:43+00:00,27.9504,4.4156,22.1798,34.7090,2426.7213,-66.5550
2026-03-14T09:03:44+00:00,28.0092,4.4302,21.1882,36.2137,2378.9242,-64.9336
2026-03-14T09:03:45+00:00,28.0161,4.6521,22.3518,34.6465,2461.1774,-64.8192
2026-03-14T09:03:46+00:00,28.1306,4.5274,21.8580,36.2039,2340.0348,-64.4717
2026-03-14T09:03:47+00:00,28.0986,4.5281,21.9568,36.2583,2349.6077,-68.6042
2026-03-14T09:03:48+00:00,27.9621,4.2560,22.6860,34.3388,2449.7418,-67.0395
2026-03-14T09:03:49+00:00,27.9904,4.2874,21.6256,35.5418,2411.3580,-67.9226
2026-03-14T09:03:50+00:00,27.9316,4.9095,22.8682,35.7024,2407.3658,-65.1260
2026-03-14T09:03:51+00:00,27.9753,4.4452,22.9245,37.1689,2410.0500,-66.9945
2026-03-14T09:03:52+00:00,28.0206,4.3257,22.5097,34.4835,2414.2354,-66.1859
2026-03-14T09:03:53+00:00,28.0651,4.7668,21.4699,36.2237,2406.0797,-67.5828
2026-03-14T09:03:54+00:00,27.9684,4.5369,20.7467,35.0919,2368.0971,-66.0015
2026-03-14T09:03:55+00:00,27.9722,4.5960,22.7061,34.0853,2421.6074,-67.4441
2026-03-14T09:03:56+00:00,27.8976,4.4527,22.1258,34.9827,2416.8695,-63.6809
2026-03-14T09:03:57+00:00,27.9968,4.4165,21.6121,35.0810,2439.8896,-64.2391
2026-03-14T09:03:58+00:00,27.9518,4.4462,22.7637,34.2322,2449.9514,-64.8979
2026-03-14T09:03:59+00:00,27.9785,4.2035,21.5428,35.3294,2406.9260,-65.8031
2026-03-14T09:04:00+00:00,27.9612,4.4624,21.8055,35.8463,2360.1727,-69.2754
2026-03-14T09:04:01+00:00,28.0003,4.5391,22.3752,35.2709,2450.1624,-66.1173
2026-03-14T09:04:02+00:00,27.9172,4.8499,21.3924,34.6472,2366.4297,-66.7246
2026-03-14T09:04:03+00:00,27.9317,4.4969,21.9951,34.9622,2407.1006,-64.7080
2026-03-14T09:04:04+00:00,28.1115,4.0128,22.7145,35.0777,2389.2471,-63.9640
2026-03-14T09:04:05+00:00,27.9407,4.4608,22.1879,35.2555,2384.0179,-64.5550
2026-03-14T09:04:06+00:00,27.9503,5.0274,22.8100,35.9699,2419.8531,-62.6790
2026-03-14T09:04:07+00:00,28.0970,4.6527,22.7419,35.2999,2404.2454,-66.3425
2026-03-14T09:04:08+00:00,28.1504,4.3171,22.0667,33.9605,2412.2964,-66.4263
2026-03-14T09:04:09+00:00,27.9466,4.5975,20.6602,34.6332,2372.4160,-63.1318
2026-03-14T09:04:10+00:00,27.9868,4.3308,21.3991,35.2162,2391.6519,-64.8760
2026-03-14T09:04:11+00:00,28.0223,4.2083,22.5208,35.9830,2373.7756,-65.7032
2026-03-14T09:04:12+00:00,28.0917,4.4093,21.1329,36.1223,2390.8770,-61.5170
2026-03-14T09:04:13+00:00,27.9559,4.4972,21.8673,36.5041,2393.2738,-64.0554
2026-03-14T09:04:14+00:00,27.9930,4.1044,22.2666,35.1892,2452.1532,-65.5928
2026-03-14T09:04:15+00:00,28.0442,4.2489,22.9455,35.6957,2389.0300,-66.5844
2026-03-14T09:04:16+00:00,28.0271,4.4807,21.7190,33.9218,2333.0312,-62.5604
2026-03-14T09:04:17+00:00,27.9865,4.3969,21.6782,35.4296,2438.6394,-64.8002
2026-03-14T09:04:18+00:00,27.9987,4.5575,22.0331,34.2258,2410.2519,-65.1660
2026-03-14T09:04:19+00:00,27.9367,4.2355,22.2753,35.0363,2392.8313,-63.8633
2026-03-14T09:04:20+00:00,27.9935,4.6212,21.9725,37.5106,2383.6326,-63.4566
2026-03-14T09:04:21+00:00,27.9921,4.2415,22.6948,35.3299,2368.3288,-64.1178
2026-03-14T09:04:22+00:00,28.0171,4.8067,21.5860,34.3963,2454.8655,-63.4504
2026-03-14T09:04:23+00:00,27.9777,4.1349,22.1379,35.4139,2398.2669,-64.3165
2026-03-14T09:04:24+00:00,28.0291,4.2595,22.3331,34.6744,2344.5665,-64.1103
2026-03-14T09:04:25+00:00,28.0562,4.5614,21.8261,34.3198,2406.5188,-66.6842
2026-03-14T09:04:26+00:00,28.0133,4.8107,22.5703,36.7712,2432.8592,-61.6010
2026-03-14T09:04:27+00:00,28.0232,4.5408,22.1561,35.9425,2401.3546,-67.6899
2026-03-14T09:04:28+00:00,28.0082,4.5902,22.5403,35.3658,2369.6013,-64.6046
2026-03-14T09:04:29+00:00,28.0056,4.4811,22.1837,34.7762,2366.9043,-67.8978
2026-03-14T09:04:30+00:00,27.9695,4.2722,22.2934,34.8414,2369.1045,-65.4213
2026-03-14T09:04:31+00:00,28.0215,4.3794,21.6883,36.3243,2442.2613,-66.3685
2026-03-14T09:04:32+00:00,28.0008,4.2349,21.6896,35.3360,2394.4491,-64.9552
2026-03-14T09:04:33+00:00,28.1103,4.2215,22.8029,32.6248,2346.2248,-64.5440
2026-03-14T09:04:34+00:00,28.0844,4.5575,22.4498,37.0281,2408.0981,-67.1411
2026-03-14T09:04:35+00:00,28.0250,4.2524,21.4550,35.2381,2400.7926,-65.2881
2026-03-14T09:04:36+00:00,27.9676,4.5409,22.1775,35.3667,2383.0822,-62.4427
2026-03-14T09:04:37+00:00,27.9502,4.2165,20.6450,35.9617,2365.9243,-67.8554
2026-03-14T09:04:38+00:00,28.0654,4.5361,21.7252,35.4650,2364.6072,-66.9398
2026-03-14T09:04:39+00:00,28.0190,4.3790,22.6464,35.6906,2429.1105,-63.5111
2026-03-14T09:04:40+00:00,28.0298,4.7580,21.9949,34.7544,2403.9244,-65.0783
2026-03-14T09:04:41+00:00,27.9186,4.5413,22.1410,34.1099,2410.8458,-64.9319
